description,price_uninsured,price_insured
1-2-3 PASTE, 	14.35 , 	51.24 
"DIVALPROEX ER 500 MG TABLET,EXTENDED RELEASE 24 HR", 	5.56 , 	19.87 
"DIVALPROEX ER 500 MG TABLET,EXTENDED RELEASE 24 HR", 	8.99 , 	32.09 
"DIVALPROEX ER 500 MG TABLET,EXTENDED RELEASE 24 HR", 	8.99 , 	32.10 
"DIVALPROEX ER 500 MG TABLET,EXTENDED RELEASE 24 HR", 	9.48 , 	33.87 
DNA AB NATIVE/DOUBLE STRAND, 	49.28 , 	176.00 
DNA AB NATIVE/SINGLE STRAND, 	49.00 , 	175.00 
DNA/RNA GENOTYPE ANALYSIS HIV-1 OTHER REGION, 	100.80 , 	360.00 
"DOBUTAMINE 1,000 MG/250 ML(4,000 MCG/ML) IN 5 % DEXTROSE IV", 	2.73 , 	9.76 
"DOBUTAMINE 1,000 MG/250 ML(4,000 MCG/ML) IN 5 % DEXTROSE IV", 	10.68 , 	38.13 
"DOBUTAMINE 1,000 MG/250 ML(4,000 MCG/ML) IN 5 % DEXTROSE IV", 	24.77 , 	88.45 
"DOBUTAMINE 1,000 MG/250 ML(4,000 MCG/ML) IN 5 % DEXTROSE IV", 	28.18 , 	100.65 
DOBUTAMINE 250 MG/20 ML (12.5 MG/ML) INTRAVENOUS SOLUTION, 	7.65 , 	27.33 
DOBUTAMINE 250 MG/20 ML (12.5 MG/ML) INTRAVENOUS SOLUTION, 	7.65 , 	27.33 
DOBUTAMINE 250 MG/20 ML (12.5 MG/ML) INTRAVENOUS SOLUTION, 	8.13 , 	29.04 
DOBUTAMINE 250 MG/20 ML (12.5 MG/ML) INTRAVENOUS SOLUTION, 	8.40 , 	30.01 
DOBUTAMINE 250 MG/250 ML (1 MG/ML) IN 5 % DEXTROSE INTRAVENOUS, 	12.38 , 	44.23 
"DOBUTAMINE 500 MG/250 ML (2,000 MCG/ML) IN 5 % DEXTROSE IV", 	18.36 , 	65.58 
"DOBUTAMINE 500 MG/250 ML (2,000 MCG/ML) IN 5 % DEXTROSE IV", 	18.36 , 	65.58 
"DOBUTAMINE 500 MG/250 ML (2,000 MCG/ML) IN 5 % DEXTROSE IV", 	18.79 , 	67.10 
DOBUTAMINE 500 MG/40 ML (12.5 MG/ML) INTRAVENOUS SOLUTION, 	17.83 , 	63.68 
DOCETAXEL 160 MG/16 ML (10 MG/ML) INTRAVENOUS SOLUTION," 	1,437.95 "," 	5,135.52 "
DOCETAXEL 160 MG/8 ML (20 MG/ML) INTRAVENOUS SOLUTION, 	342.61 ," 	1,223.61 "
DOCETAXEL 20 MG/2 ML (10 MG/ML) INTRAVENOUS SOLUTION, 	69.38 , 	247.78 
DOCETAXEL 20 MG/2 ML (10 MG/ML) INTRAVENOUS SOLUTION, 	179.73 , 	641.91 
DOCETAXEL 20 MG/ML (1 ML) INTRAVENOUS SOLUTION, 	40.60 , 	145.00 
DOCETAXEL 20 MG/ML (1 ML) INTRAVENOUS SOLUTION, 	41.66 , 	148.78 
DOCETAXEL 20 MG/ML (1 ML) INTRAVENOUS SOLUTION, 	44.20 , 	157.87 
DOCETAXEL 20 MG/ML (1 ML) INTRAVENOUS SOLUTION, 	54.66 , 	195.20 
DOCETAXEL 20 MG/ML (1 ML) INTRAVENOUS SOLUTION, 	512.06 ," 	1,828.78 "
DOCETAXEL 20 MG/ML (1 ML) INTRAVENOUS SOLUTION, 	926.80 ," 	3,309.99 "
DOCETAXEL 80 MG INTRAVENOUS SOLUTION," 	1,472.06 "," 	5,257.35 "
DOCETAXEL 80 MG/4 ML (20 MG/ML) INTRAVENOUS SOLUTION, 	140.43 , 	501.54 
DOCETAXEL 80 MG/4 ML (20 MG/ML) INTRAVENOUS SOLUTION, 	146.17 , 	522.04 
DOCETAXEL 80 MG/4 ML (20 MG/ML) INTRAVENOUS SOLUTION, 	240.42 , 	858.64 
DOCETAXEL 80 MG/4 ML (20 MG/ML) INTRAVENOUS SOLUTION, 	589.31 ," 	2,104.70 "
DOCETAXEL 80 MG/4 ML (20 MG/ML) INTRAVENOUS SOLUTION," 	2,048.22 "," 	7,315.07 "
DOCETAXEL 80 MG/4 ML (20 MG/ML) INTRAVENOUS SOLUTION," 	2,048.22 "," 	7,315.08 "
DOCETAXEL 80 MG/4 ML (20 MG/ML) INTRAVENOUS SOLUTION," 	3,707.08 "," 	13,239.56 "
DOCETAXEL 80 MG/8 ML (10 MG/ML) INTRAVENOUS SOLUTION, 	277.86 , 	992.35 
DOCETAXEL 80 MG/8 ML (10 MG/ML) INTRAVENOUS SOLUTION, 	277.86 , 	992.35 
DOCETAXEL 80 MG/8 ML (10 MG/ML) INTRAVENOUS SOLUTION, 	718.97 ," 	2,567.76 "
DOCETAXEL 80 MG/8 ML (10 MG/ML) INTRAVENOUS SOLUTION, 	718.97 ," 	2,567.76 "
DOCOSANOL 10 % TOPICAL CREAM, 	27.99 , 	99.98 
DOCOSANOL 10 % TOPICAL CREAM, 	27.99 , 	99.98 
DOCOSANOL 10 % TOPICAL CREAM, 	27.99 , 	99.98 
DOCOSANOL 10 % TOPICAL CREAM, 	27.99 , 	99.98 
DOCUSATE SODIUM 50 MG/5 ML ORAL LIQUID, 	5.66 , 	20.20 
DOCUSATE SODIUM 50 MG/5 ML ORAL LIQUID, 	6.47 , 	23.09 
DOCUSATE SODIUM 60 MG/15 ML SYRUP, 	3.42 , 	12.20 
DOFETILIDE 125 MCG CAPSULE, 	5.59 , 	19.98 
DOFETILIDE 125 MCG CAPSULE, 	5.59 , 	19.98 
DOFETILIDE 125 MCG CAPSULE, 	7.09 , 	25.32 
DOFETILIDE 125 MCG CAPSULE, 	16.74 , 	59.77 
DOFETILIDE 125 MCG CAPSULE, 	17.75 , 	63.40 
DOFETILIDE 125 MCG CAPSULE, 	17.75 , 	63.40 
DOFETILIDE 250 MCG CAPSULE, 	5.74 , 	20.50 
DOFETILIDE 250 MCG CAPSULE, 	5.74 , 	20.50 
DOFETILIDE 250 MCG CAPSULE, 	16.74 , 	59.77 
DOFETILIDE 250 MCG CAPSULE, 	16.74 , 	59.77 
DOFETILIDE 250 MCG CAPSULE, 	17.75 , 	63.40 
DOFETILIDE 250 MCG CAPSULE, 	17.75 , 	63.40 
DOFETILIDE 500 MCG CAPSULE, 	5.63 , 	20.12 
DOFETILIDE 500 MCG CAPSULE, 	5.63 , 	20.12 
DOFETILIDE 500 MCG CAPSULE, 	10.19 , 	36.38 
DOFETILIDE 500 MCG CAPSULE, 	16.74 , 	59.77 
DOFETILIDE 500 MCG CAPSULE, 	16.74 , 	59.77 
DOFETILIDE 500 MCG CAPSULE, 	17.75 , 	63.40 
DOFETILIDE 500 MCG CAPSULE, 	17.75 , 	63.40 
DOLUTEGRAVIR 50 MG TABLET, 	88.97 , 	317.74 
DOLUTEGRAVIR 50 MG TABLET, 	88.97 , 	317.74 
"DOME, NUT SWIVEL MONARCH", 	99.09 , 	353.89 
"DOME, PATELLA 34X9MM", 	670.32 ," 	2,394.00 "
"DOME, PATELLA IBALANCE 27X8MM", 	670.32 ," 	2,394.00 "
"DOME, PATELLA IBALANCE 37X10MM", 	670.32 ," 	2,394.00 "
"DOME, TALAR INBONE-II SZ1"," 	4,942.49 "," 	17,651.76 "
"DOME, TALAR INBONE-II SZ2"," 	4,942.49 "," 	17,651.76 "
"DOME, TALAR INBONE-II SZ3"," 	4,942.49 "," 	17,651.76 "
"DOME, TALAR INBONE-II SZ4"," 	4,942.49 "," 	17,651.76 "
"DOME, TALAR INBONE-II SZ5"," 	4,942.49 "," 	17,651.76 "
"DOME, TALAR INBONE-II SZ6"," 	4,942.49 "," 	17,651.76 "
"DOME, TALAR INFINITY TAS SZ 1 R/L"," 	4,942.49 "," 	17,651.76 "
"DOME, TALAR INFINITY TAS SZ 2 R OR L"," 	4,942.49 "," 	17,651.76 "
"DOME, TALAR INFINITY TAS SZ 3 R OR L"," 	4,942.49 "," 	17,651.76 "
"DOME, TALAR INFINITY TAS SZ 5 R/L"," 	4,942.49 "," 	17,651.76 "
"DOME, TALAR INVISION SULCUS SZ 1"," 	8,341.76 "," 	29,792.00 "
"DOME, TALAR INVISION SULCUS SZ 2"," 	8,341.76 "," 	29,792.00 "
"DOME, TALAR INVISION SULCUS SZ 3"," 	8,341.76 "," 	29,792.00 "
"DOME, TALAR INVISION SULCUS SZ 4"," 	8,341.76 "," 	29,792.00 "
DONEPEZIL 10 MG TABLET, 	27.16 , 	97.01 
DONEPEZIL 23 MG TABLET, 	24.28 , 	86.72 
DONOR REFERRAL/HEP B SURF AG, 	11.48 , 	41.00 
DONOR REFERRAL/HIV1 & HCV NAT, 	38.92 , 	139.00 
DONOR REFERRAL/WEST NILE VIRUS, 	21.00 , 	75.00 
DONOR SCRN<6MOS/HEPATITIS B NT, 	31.36 , 	112.00 
DONOR SCRN<6MOS/HIV1 & HCV NAT, 	51.24 , 	183.00 
DOPAMINE 200 MG/5 ML (40 MG/ML) INTRAVENOUS SOLUTION, 	4.02 , 	14.37 
DOPAMINE 200 MG/5 ML (40 MG/ML) INTRAVENOUS SOLUTION, 	4.02 , 	14.37 
DOPAMINE 400 MG/10 ML (40 MG/ML) INTRAVENOUS SOLUTION, 	2.85 , 	10.19 
DOPAMINE 400 MG/10 ML (40 MG/ML) INTRAVENOUS SOLUTION, 	2.85 , 	10.19 
DOPAMINE 400 MG/5 ML (80 MG/ML) INTRAVENOUS SOLUTION, 	5.37 , 	19.19 
"DOPAMINE 800 MG/250 ML (3,200 MCG/ML) IN 5 % DEXTROSE INTRAVENOUS SOLN", 	15.80 , 	56.43 
"DOPAMINE 800 MG/250 ML (3,200 MCG/ML) IN 5 % DEXTROSE INTRAVENOUS SOLN", 	15.80 , 	56.43 
"DOPAMINE 800 MG/250 ML (3,200 MCG/ML) IN 5 % DEXTROSE INTRAVENOUS SOLN", 	17.08 , 	61.00 
"DOPAMINE 800 MG/250 ML (3,200 MCG/ML) IN 5 % DEXTROSE INTRAVENOUS SOLN", 	23.06 , 	82.35 
DORIPENEM 500 MG INTRAVENOUS SOLUTION, 	61.81 , 	220.76 
DORIPENEM 500 MG INTRAVENOUS SOLUTION, 	61.81 , 	220.76 
DORNASE ALFA 1 MG/ML SOLUTION FOR INHALATION, 	222.04 , 	793.01 
DORNASE ALFA 1 MG/ML SOLUTION FOR INHALATION, 	222.04 , 	793.01 
DORNASE ALFA 1 MG/ML SOLUTION FOR INHALATION, 	222.05 , 	793.02 
DORNASE ALFA 1 MG/ML SOLUTION FOR INHALATION, 	222.05 , 	793.02 
DORZOLAMIDE 2 % EYE DROPS, 	15.58 , 	55.63 
DORZOLAMIDE 2 % EYE DROPS, 	15.58 , 	55.64 
DORZOLAMIDE 2 % EYE DROPS, 	16.11 , 	57.53 
DORZOLAMIDE 2 % EYE DROPS, 	68.97 , 	246.32 
DORZOLAMIDE 2 % EYE DROPS, 	135.72 , 	484.71 
DORZOLAMIDE 2 % EYE DROPS, 	135.72 , 	484.71 
DORZOLAMIDE 22.3 MG-TIMOLOL 6.8 MG/ML EYE DROPS, 	19.83 , 	70.82 
DORZOLAMIDE 22.3 MG-TIMOLOL 6.8 MG/ML EYE DROPS, 	19.83 , 	70.83 
DORZOLAMIDE 22.3 MG-TIMOLOL 6.8 MG/ML EYE DROPS, 	21.33 , 	76.19 
DORZOLAMIDE 22.3 MG-TIMOLOL 6.8 MG/ML EYE DROPS, 	21.33 , 	76.19 
DORZOLAMIDE 22.3 MG-TIMOLOL 6.8 MG/ML EYE DROPS, 	48.30 , 	172.51 
DORZOLAMIDE 22.3 MG-TIMOLOL 6.8 MG/ML EYE DROPS, 	48.30 , 	172.51 
DORZOLAMIDE 22.3 MG-TIMOLOL 6.8 MG/ML EYE DROPS, 	337.50 ," 	1,205.36 "
"DOWEL, BONE PATELLA ALLOGRAFT 10X>16MM", 	637.55 ," 	2,276.96 "
"DOWEL, BONE PATELLA ALLOGRAFT 10X13MM", 	637.55 ," 	2,276.96 "
"DOWEL, BONE PATELLA ALLOGRAFT 12X>16MM", 	637.55 ," 	2,276.96 "
"DOWEL, BONE PATELLA ALLOGRAFT 12X13MM", 	637.55 ," 	2,276.96 "
"DOWEL, BONE PATELLA ALLOGRAFT 14X>16MM", 	637.55 ," 	2,276.96 "
"DOWEL, BONE PATELLA ALLOGRAFT 14X13MM", 	637.55 ," 	2,276.96 "
"DOWEL, BONE PATELLA ALLOGRAFT 16X13MM", 	637.55 ," 	2,276.96 "
"DOWEL, BONE PATELLA ALLOGRAFT 8X>13MM", 	637.55 ," 	2,276.96 "
"DOWEL, BONE PATELLA ALLOGRAFT 8X>16MM", 	637.55 ," 	2,276.96 "
DOXAPRAM 20 MG/ML INTRAVENOUS SOLUTION, 	33.72 , 	120.41 
DOXAPRAM 20 MG/ML INTRAVENOUS SOLUTION, 	65.59 , 	234.24 
DOXAPRAM 20 MG/ML INTRAVENOUS SOLUTION, 	65.59 , 	234.24 
DOXAZOSIN 1 MG TABLET, 	4.04 , 	14.43 
DOXAZOSIN 1 MG TABLET, 	4.04 , 	14.43 
DOXAZOSIN 1 MG TABLET, 	4.04 , 	14.44 
DOXAZOSIN 1 MG TABLET, 	4.04 , 	14.44 
DOXAZOSIN 2 MG TABLET, 	3.97 , 	14.18 
DOXAZOSIN 2 MG TABLET, 	7.50 , 	26.78 
DOXAZOSIN 4 MG TABLET, 	4.17 , 	14.88 
DOXAZOSIN 4 MG TABLET, 	4.17 , 	14.88 
DOXAZOSIN 4 MG TABLET, 	4.17 , 	14.88 
DOXAZOSIN 4 MG TABLET, 	4.17 , 	14.88 
DOXEPIN 10 MG/ML ORAL CONCENTRATE, 	10.66 , 	38.06 
DOXEPIN 10 MG/ML ORAL CONCENTRATE, 	10.66 , 	38.07 
DOXEPIN 10 MG/ML ORAL CONCENTRATE, 	10.88 , 	38.87 
DOXERCALCIFEROL 0.5 MCG CAPSULE, 	23.18 , 	82.77 
DOXERCALCIFEROL 0.5 MCG CAPSULE, 	23.18 , 	82.78 
DOXERCALCIFEROL 2.5 MCG CAPSULE, 	53.69 , 	191.76 
DOXERCALCIFEROL 4 MCG/2 ML INTRAVENOUS SOLUTION, 	20.13 , 	71.89 
DOXORUBICIN 10 MG INTRAVENOUS SOLUTION, 	84.72 , 	302.56 
DOXORUBICIN 10 MG/5 ML INTRAVENOUS SOLUTION, 	8.59 , 	30.69 
DOXORUBICIN 10 MG/5 ML INTRAVENOUS SOLUTION, 	10.26 , 	36.64 
DOXORUBICIN 10 MG/5 ML INTRAVENOUS SOLUTION, 	10.26 , 	36.64 
DOXORUBICIN 10 MG/5 ML INTRAVENOUS SOLUTION, 	11.05 , 	39.47 
DOXORUBICIN 2 MG/ML INTRAVENOUS SOLUTION, 	56.19 , 	200.69 
DOXORUBICIN 2 MG/ML INTRAVENOUS SOLUTION, 	66.10 , 	236.07 
DOXORUBICIN 2 MG/ML INTRAVENOUS SOLUTION, 	69.82 , 	249.34 
DOXORUBICIN 2 MG/ML INTRAVENOUS SOLUTION, 	75.84 , 	270.84 
DOXORUBICIN 2 MG/ML INTRAVENOUS SOLUTION, 	82.84 , 	295.85 
DOXORUBICIN 2 MG/ML INTRAVENOUS SOLUTION, 	218.97 , 	782.02 
DOXORUBICIN 2 MG/ML INTRAVENOUS SOLUTION, 	274.65 , 	980.88 
DOXORUBICIN 20 MG/10 ML INTRAVENOUS SOLUTION, 	17.66 , 	63.07 
DOXORUBICIN 20 MG/10 ML INTRAVENOUS SOLUTION, 	17.66 , 	63.08 
DOXORUBICIN 20 MG/10 ML INTRAVENOUS SOLUTION, 	22.08 , 	78.87 
DOXORUBICIN 50 MG INTRAVENOUS SOLUTION, 	423.57 ," 	1,512.74 "
DOXORUBICIN 50 MG/25 ML INTRAVENOUS SOLUTION, 	20.80 , 	74.27 
DOXORUBICIN 50 MG/25 ML INTRAVENOUS SOLUTION, 	20.80 , 	74.27 
DOXORUBICIN 50 MG/25 ML INTRAVENOUS SOLUTION, 	24.08 , 	86.01 
DOXORUBICIN 50 MG/25 ML INTRAVENOUS SOLUTION, 	24.21 , 	86.47 
DOXORUBICIN 50 MG/25 ML INTRAVENOUS SOLUTION, 	30.40 , 	108.58 
DOXORUBICIN 50 MG/25 ML INTRAVENOUS SOLUTION, 	50.60 , 	180.72 
DOXORUBICIN 50 MG/25 ML INTRAVENOUS SOLUTION, 	68.66 , 	245.22 
DOXORUBICIN 50 MG/25 ML INTRAVENOUS SOLUTION, 	75.66 , 	270.23 
"DOXORUBICIN, PEGYLATED LIPOSOMAL 2 MG/ML INTRAVENOUS SUSPENSION"," 	1,207.61 "," 	4,312.88 "
"DOXORUBICIN, PEGYLATED LIPOSOMAL 2 MG/ML INTRAVENOUS SUSPENSION"," 	1,207.61 "," 	4,312.89 "
"DOXORUBICIN, PEGYLATED LIPOSOMAL 2 MG/ML INTRAVENOUS SUSPENSION"," 	1,312.39 "," 	4,687.12 "
"DOXORUBICIN, PEGYLATED LIPOSOMAL 2 MG/ML INTRAVENOUS SUSPENSION"," 	1,312.39 "," 	4,687.12 "
"DOXORUBICIN, PEGYLATED LIPOSOMAL 2 MG/ML INTRAVENOUS SUSPENSION"," 	1,377.52 "," 	4,919.72 "
"DOXORUBICIN, PEGYLATED LIPOSOMAL 2 MG/ML INTRAVENOUS SUSPENSION"," 	1,822.66 "," 	6,509.49 "
"DOXORUBICIN, PEGYLATED LIPOSOMAL 2 MG/ML INTRAVENOUS SUSPENSION"," 	1,822.66 "," 	6,509.50 "
"DOXORUBICIN, PEGYLATED LIPOSOMAL 2 MG/ML INTRAVENOUS SUSPENSION"," 	1,890.02 "," 	6,750.08 "
"DOXORUBICIN, PEGYLATED LIPOSOMAL 2 MG/ML INTRAVENOUS SUSPENSION"," 	1,890.02 "," 	6,750.08 "
"DOXORUBICIN, PEGYLATED LIPOSOMAL 2 MG/ML INTRAVENOUS SUSPENSION"," 	3,018.98 "," 	10,782.06 "
"DOXORUBICIN, PEGYLATED LIPOSOMAL 2 MG/ML INTRAVENOUS SUSPENSION"," 	3,280.98 "," 	11,717.80 "
"DOXORUBICIN, PEGYLATED LIPOSOMAL 2 MG/ML INTRAVENOUS SUSPENSION"," 	3,280.98 "," 	11,717.80 "
"DOXORUBICIN, PEGYLATED LIPOSOMAL 2 MG/ML INTRAVENOUS SUSPENSION"," 	4,556.73 "," 	16,274.04 "
"DOXORUBICIN, PEGYLATED LIPOSOMAL 2 MG/ML INTRAVENOUS SUSPENSION"," 	4,556.73 "," 	16,274.04 "
"DOXORUBICIN, PEGYLATED LIPOSOMAL 2 MG/ML INTRAVENOUS SUSPENSION"," 	4,725.05 "," 	16,875.19 "
"DOXORUBICIN, PEGYLATED LIPOSOMAL 2 MG/ML INTRAVENOUS SUSPENSION"," 	4,725.06 "," 	16,875.20 "
DOXYCYCLINE 50 MG/5 ML SYRUP, 	35.12 , 	125.42 
DOXYCYCLINE 50 MG/5 ML SYRUP, 	35.12 , 	125.42 
DOXYCYCLINE 50 MG/5 ML SYRUP, 	808.69 ," 	2,888.19 "
DOXYCYCLINE 50 MG/5 ML SYRUP, 	808.69 ," 	2,888.19 "
DOXYCYCLINE HYCLATE 100 MG CAPSULE, 	5.29 , 	18.88 
DOXYCYCLINE HYCLATE 100 MG INTRAVENOUS POWDER FOR SOLUTION, 	29.79 , 	106.38 
DOXYCYCLINE HYCLATE 100 MG INTRAVENOUS POWDER FOR SOLUTION, 	29.79 , 	106.39 
DOXYCYCLINE HYCLATE 100 MG INTRAVENOUS POWDER FOR SOLUTION, 	38.39 , 	137.09 
DOXYCYCLINE HYCLATE 100 MG INTRAVENOUS POWDER FOR SOLUTION, 	38.39 , 	137.09 
"DOXYCYCLINE HYCLATE 150 MG TABLET,DELAYED RELEASE", 	33.85 , 	120.90 
"DOXYCYCLINE HYCLATE 200 MG TABLET,DELAYED RELEASE", 	68.23 , 	243.69 
DOXYCYCLINE HYCLATE 50 MG CAPSULE, 	3.48 , 	12.44 
DOXYCYCLINE IV SYRINGE IN D5W 1 MG/ML, 	15.37 , 	54.90 
DOXYCYCLINE MONOHYDRATE 100 MG CAPSULE, 	4.13 , 	14.74 
DOXYCYCLINE MONOHYDRATE 100 MG CAPSULE, 	31.28 , 	111.71 
DOXYCYCLINE MONOHYDRATE 100 MG X14 CAP DOSE PACK, 	233.86 , 	835.21 
DOXYCYCLINE MONOHYDRATE 25 MG/5 ML ORAL SUSPENSION, 	22.68 , 	81.01 
DOXYCYCLINE MONOHYDRATE 25 MG/5 ML ORAL SUSPENSION, 	23.16 , 	82.72 
DOXYCYCLINE MONOHYDRATE 25 MG/5 ML ORAL SUSPENSION, 	66.20 , 	236.44 
"DOXYCYCLINE MONOHYDRATE 40 MG CAPSULE,IMMEDIATE - DELAY RELEASE", 	37.81 , 	135.03 
"DOXYLAMINE 10 MG-PYRIDOXINE (VIT B6) 10 MG TABLET,DELAYED RELEASE", 	11.05 , 	39.45 
"DOXYLAMINE 10 MG-PYRIDOXINE (VIT B6) 10 MG TABLET,DELAYED RELEASE", 	11.05 , 	39.45 
DP(A)T-POLIO-HIB CONJ-TET (PF) 15 LF UNIT-20 MCG-5 LF /0.5 ML IM KIT, 	107.04 , 	382.30 
DRAIN ABS/HEMA/LYMPH/CYST W/GUIDE, 	365.68 ," 	1,306.00 "
DRAIN ABSC/HEMATOMA NASAL INTERNAL, 	60.48 , 	216.00 
DRAIN ABSC/HEMATOMA NASAL SEPTUM, 	198.24 , 	708.00 
DRAIN PERITONL/RETROPER/TRNSVAG/TRNSREC W/GUIDE, 	989.80 ," 	3,535.00 "
"DRAIN, BLAKE ROUND 19FR", 	74.47 , 	265.95 
"DRAIN, BLAKE ROUND W/TROCAR 19FR", 	89.42 , 	319.36 
"DRAIN, CHANNEL ROUND FLUTED 28FR", 	78.95 , 	281.96 
"DRAIN, CHANNEL ROUND FLUTED 32FR", 	78.95 , 	281.96 
"DRAIN, CHEST ADLT DRY SUCTION", 	43.20 , 	154.28 
"DRAIN, CHEST EXPRESS DRY SEAL", 	42.32 , 	151.14 
"DRAIN, CHEST EXPRESS DRY SEAL RECOVERY", 	62.46 , 	223.07 
"DRAIN, CHEST INFANT/PED DRY SUCTION", 	54.97 , 	196.31 
"DRAIN, GLAUCOMA MOLTENO 175MM", 	990.58 ," 	3,537.80 "
"DRAIN, GLAUCOMA MOLTENO 185MM", 	941.05 ," 	3,360.91 "
"DRAIN, GLAUCOMA MOLTENO 245MM", 	990.58 ," 	3,537.80 "
"DRAIN, LUMBAR EDMS W/DRIP", 	369.52 ," 	1,319.73 "
"DRAIN, MALECOT 4-WING LATEX 10FR", 	37.09 , 	132.47 
"DRAIN, TEAR MEDPOR COATED 3.5X17MM", 	345.21 ," 	1,232.91 "
"DRAIN, TEAR MEDPOR COATED 3.5X18MM", 	345.21 ," 	1,232.91 "
"DRAIN, TEAR MEDPOR COATED 3.5X19MM", 	345.21 ," 	1,232.91 "
"DRAIN, TEAR MEDPOR COATED 3.5X20MM", 	345.21 ," 	1,232.91 "
"DRAIN, TEAR MEDPOR COATED 3.5X22MM", 	345.21 ," 	1,232.91 "
"DRAIN, TEAR MEDPOR CTD 3.5X12", 	473.69 ," 	1,691.76 "
"DRAIN, TEAR MEDPOR CTD 3.5X15", 	473.69 ," 	1,691.76 "
"DRAIN, T-TUBE DEAVER 5IN CROSS BARD 5FR", 	40.83 , 	145.82 
"DRAIN, W/PLUG SIZE 4", 	124.53 , 	444.75 
"DRAIN, WOUND RELIAVAC FLAT 10MMX27CM", 	7.79 , 	27.82 
"DRAIN, WOUND RELIAVAC RND MED-LRG ST", 	42.96 , 	153.43 
"DRAIN, WOUND ROUND SILICONE 10FR", 	7.95 , 	28.41 
DRAINAGE ABSCESS INTRAORAL, 	74.20 , 	265.00 
"DRAINAGE, CATHETER 8FRX13.5CM", 	154.92 , 	553.28 
"DRAINAGE, LIQUARY NASO BILARY ENB", 	174.28 , 	622.44 
"DRAP, INCISE/SPLIT CVARTS 108X80X126IN", 	54.95 , 	196.25 
"DRAPE, ADAPTER ALLY UPS", 	186.20 , 	665.00 
"DRAPE, ARM CAMERA DAVINCI", 	52.14 , 	186.20 
"DRAPE, ARM CAMERA DAVINCI-S UNIVERSAL", 	43.94 , 	156.94 
"DRAPE, ARM F/MODUS V MICROSCOPE", 	178.75 , 	638.40 
"DRAPE, ARM INSTRUMENT DAVINCI-S", 	67.03 , 	239.40 
"DRAPE, ARM ROBOTIC ROSA", 	67.03 , 	239.40 
"DRAPE, ARRAY F/CRANIAL REFERENCE", 	178.75 , 	638.40 
"DRAPE, ARTHROSCOPIC SHOULDER 3PC", 	73.26 , 	261.64 
"DRAPE, ARTHROSCOPIC TMJ KONSLIN UNILAT", 	56.31 , 	201.10 
"DRAPE, ARTHROSCOPY EMERALD ISO-BAC POUCH", 	98.19 , 	350.69 
"DRAPE, BATH WATER RESORB-X STERILE", 	69.27 , 	247.38 
"DRAPE, CAMERA ARM DAVINCI-SI", 	62.56 , 	223.44 
"DRAPE, CAMERA HEAD DAVINCI-SI", 	61.07 , 	218.12 
"DRAPE, CARDIOVASCULAR INCISE ST", 	53.24 , 	190.14 
"DRAPE, CARDIOVASCULAR SHEET W/IOBAN 6677", 	49.28 , 	175.99 
"DRAPE, CARDIOVASCULAR SHEET W/IOBAN 6678", 	66.09 , 	236.05 
"DRAPE, C-ARM STERILE BAG", 	44.69 , 	159.60 
"DRAPE, CRAIOTOMY NAVIGATIONAL", 	197.27 , 	704.53 
"DRAPE, CRANIOTOMY 152X106IN", 	49.53 , 	176.89 
"DRAPE, CRANOTOMY OVAL 8X12IN", 	55.16 , 	197.00 
"DRAPE, E-DRAPE W/MICROBAN CS/10", 	170.71 , 	609.67 
"DRAPE, EXTREMITY HEAVY DUTY", 	84.15 , 	300.53 
"DRAPE, F/NOVADAQ SPY", 	103.53 , 	369.74 
"DRAPE, F/NOVADAQ SPY W/IC LIGHT", 	103.53 , 	369.74 
"DRAPE, F/PDE NEO-II DISP ST", 	186.20 , 	665.00 
"DRAPE, FLUID WARMER NEURO 44X44IN", 	50.90 , 	181.78 
"DRAPE, FLUID WARMER NEURO 44X66IN", 	58.66 , 	209.50 
"DRAPE, FLUID WARMER NEURO OM 44X44IN", 	50.90 , 	181.78 
"DRAPE, GANTRY VISIUS", 	446.88 ," 	1,596.00 "
"DRAPE, HANSEN ROBOT STERILE", 	111.72 , 	399.00 
"DRAPE, HIGH TEMPERATURE", 	597.33 ," 	2,133.32 "
"DRAPE, HIP EMERALD ISO-BAC W/POUCH", 	101.59 , 	362.82 
"DRAPE, HIP TOTAL BIOMET W/POUCH", 	56.65 , 	202.32 
"DRAPE, HIP W/CLEAR LEG POCKETS 116X136IN", 	71.34 , 	254.77 
"DRAPE, INSTRUMENT ARM DAVINCI", 	52.14 , 	186.20 
"DRAPE, MACROPORE POWERBOOTH II", 	56.31 , 	201.10 
"DRAPE, MICROSCOPE EASTERN", 	103.47 , 	369.53 
"DRAPE, MICROSCOPE F/OME-8000 ST", 	44.69 , 	159.60 
"DRAPE, MICROSCOPE LEICA OH4 W/LENS", 	42.20 , 	150.72 
"DRAPE, MICROSCOPE OPTI 48X82IN", 	68.82 , 	245.78 
"DRAPE, MICROSCOPE VISION GUARD 52X154IN", 	41.02 , 	146.51 
"DRAPE, MICROSCOPE ZEISS CLR LNS 54X150IN", 	379.85 ," 	1,356.60 "
"DRAPE, MONITOR DAVINCI-SI", 	41.71 , 	148.96 
"DRAPE, MONITOR/ROBOTIC-ARM ROSA", 	104.27 , 	372.40 
"DRAPE, MR BORE SCANNER CLEARPOINT", 	576.48 ," 	2,058.84 "
"DRAPE, MR PATIENT NEURO CLEARPOINT", 	358.99 ," 	1,282.12 "
